"";"GENOTYPE";"REPLICATE";"BLOCK";"SENESCENCE";"DATE";"ID"
"1320";"AVENUE";1;6;10;11;38
"1321";"APACHE";1;1;40;13;24
"1322";"ALTIGO";1;1;20;13;16
"1323";"BERMUDE";1;1;30;13;46
"1324";"PREMIO";1;1;20;13;168
"1325";"EINSTEIN";1;2;10;13;75
"1326";"CENTENAIRE";1;1;10;13;61
"1327";"KWS_PODIUM";1;2;10;13;131
"1328";"AMBITION";1;1;20;13;20
"1329";"CORVUS";1;1;10;13;69
"1330";"HEREWARD";1;1;10;13;108
"1331";"LEAR";1;1;10;13;134
"1332";"OAKLEY";1;1;10;13;148
"1333";"ALCHEMY";1;1;0;13;9
"1334";"AMUNDSEN";1;1;0;13;21
"1335";"CLAIRE";1;1;10;13;66
"1336";"ESKET";1;1;10;13;78
"1337";"GALVANO";1;2;10;13;99
"1338";"GARANTUS";1;1;20;13;100
"1339";"HAUSSMANN";1;1;20;13;106
"1340";"ISTABRAQ";1;1;0;13;122
"1341";"JB_DIEGO";1;1;30;13;124
"1342";"LIMES";1;1;30;13;135
"1343";"MANAGER";1;1;20;13;137
"1344";"OXEBO";1;1;20;13;154
"1345";"PAJERO";1;2;30;13;155
"1346";"SY_TOLBIAC";1;2;20;13;209
"1347";"PIERROT";1;1;20;13;163
"1348";"PR22R20";1;1;20;13;166
"1349";"RAZZANO";1;1;10;13;173
"1350";"ROBIGUS";1;1;10;13;177
"1351";"ROSARIO";1;1;20;13;179
"1352";"SAMURAI";1;1;20;13;184
"1353";"FAIRPLAY";1;1;10;13;86
"1354";"SELEKT";1;1;10;13;189
"1355";"SEYRAC";1;1;20;13;190
"1356";"SOPHYTRA";1;1;20;13;200
"1357";"TIMING";1;1;20;13;211
"1358";"VISCOUNT";1;1;0;13;218
"1359";"WARRIOR";1;1;20;13;219
"1360";"XI19";1;1;10;13;220
"1361";"ALCAZAR";1;2;20;13;8
"1362";"ANTONIUS";1;2;50;13;23
"1363";"RONSARD";1;3;20;13;178
"1364";"EPHOROS";1;1;30;13;76
"1365";"EXPERT";1;2;20;13;84
"1366";"FLAUBERT";1;2;20;13;90
"1367";"GALLANT";1;3;30;13;96
"1368";"GLADIATOR";1;2;10;13;102
"1369";"GLASGOW";1;2;0;13;103
"1370";"IRIDIUM";1;3;20;13;120
"1371";"KALAHARI";1;2;10;13;125
"1372";"KALYSTAR";1;2;30;13;127
"1373";"KOMETUS";1;1;20;13;129
"1374";"KORELI";1;2;20;13;130
"1375";"MARKSMAN";1;2;20;13;139
"1376";"PARADOR";1;1;10;13;159
"1377";"PEPIDOR";1;2;40;13;160
"1378";"PERFECTOR";1;2;20;13;161
"1379";"PIRENEO";1;2;70;13;164
"1380";"BERGAMO";1;2;20;13;45
"1381";"RACINE";1;1;20;13;172
"1382";"SANKARA";1;3;0;13;185
"1383";"SCOR";1;2;20;13;187
"1384";"SOGOOD";1;2;10;13;193
"1385";"SPONSOR";1;2;20;13;202
"1386";"SY_EPSON";1;1;20;13;206
"1387";"TRAPEZ";1;2;30;13;213
"1388";"ALIZEO";1;2;10;13;13
"1389";"ALLEZ_Y";1;3;30;13;14
"1390";"ARISTOTE";1;3;30;13;28
"1391";"ATTITUDE";1;2;40;13;34
"1392";"ATTLASS";1;3;20;13;35
"1393";"AZZERTI";1;2;40;13;40
"1394";"BAROK";1;4;20;13;42
"1395";"BOISSEAU";1;3;30;13;49
"1396";"BOREGAR";1;3;20;13;52
"1397";"CAMP_REMY";1;2;20;13;54
"1398";"CH_NARA";1;3;40;13;63
"1399";"CHARGER";1;2;10;13;64
"1400";"CHEVALIER";1;2;0;13;65
"1401";"CORDIALE";1;3;30;13;68
"1402";"CROUSTY";1;3;40;13;72
"1403";"DIALOG";1;3;30;13;73
"1404";"DINOSOR";1;3;20;13;74
"1405";"FOLKLOR";1;3;20;13;92
"1406";"INSTINCT";1;4;20;13;118
"1407";"INTERET";1;2;20;13;119
"1408";"MARCELIN";1;3;30;13;138
"1409";"NIRVANA";1;3;30;13;145
"1410";"ORCAS";1;2;30;13;151
"1411";"PAPAGENO";1;2;40;13;158
"1412";"PHARE";1;2;40;13;162
"1413";"PLAYER";1;3;30;13;165
"1414";"RENAN";1;3;60;13;175
"1415";"SEBASTO";1;3;20;13;188
"1416";"SOLUTION";1;2;30;13;199
"1417";"TAPIDOR";1;3;10;13;210
"1418";"TOISONDOR";1;2;20;13;212
"1419";"ODYSSEE";1;3;20;13;149
"1420";"ALDRIC";1;4;50;13;10
"1421";"ALIXAN";1;5;30;13;12
"1422";"AMBELLO";1;4;30;13;19
"1423";"BAGOU";1;4;20;13;41
"1424";"BIANCOR";1;4;30;13;47
"1425";"CAMPERO";1;3;20;13;55
"1426";"CAPHORN";1;3;20;13;56
"1427";"CATALAN";1;5;30;13;57
"1428";"COMPIL";1;4;20;13;67
"1429";"FLUOR";1;3;10;13;91
"1430";"FORBLANC";1;4;20;13;93
"1431";"FRELON";1;3;10;13;94
"1432";"GALACTIC";1;4;20;13;95
"1433";"HEKTO";1;4;10;13;107
"1434";"KARILLON";1;2;10;13;128
"1435";"LORD";1;3;10;13;136
"1436";"LAURIER";1;3;20;13;133
"1437";"MERCATO";1;4;20;13;140
"1438";"NUCLEO";1;4;10;13;147
"1439";"ORATORIO";1;4;30;13;150
"1440";"ORVANTIS";1;3;30;13;153
"1441";"PAKITO";1;3;40;13;156
"1442";"PREVERT";1;3;10;13;169
"1443";"BLINI";1;4;70;13;48
"1444";"RUSTIC";1;4;20;13;182
"1445";"MOSKITO";1;4;40;13;143
"1446";"SOKAL";1;3;40;13;195
"1447";"SORRIAL";1;3;20;13;201
"1448";"SWEET";1;3;30;13;203
"1449";"SWINGGY";1;4;30;13;204
"1450";"SY_MATTIS";1;4;30;13;207
"1451";"FIGARO";1;3;40;13;88
"1452";"ACOUSTIC";1;5;20;13;4
"1453";"ADAGIO";1;5;30;13;5
"1454";"AEROBIC";1;5;10;13;7
"1455";"ALIGATOR";1;4;20;13;11
"1456";"ALTAMIRA";1;6;30;13;15
"1457";"AMADOR";1;4;20;13;18
"1458";"APRILIO";1;5;20;13;25
"1459";"ARAMIS";1;5;20;13;26
"1460";"AREZZO";1;5;20;13;27
"1461";"ARKEOS";1;4;40;13;29
"1462";"ARLEQUIN";1;4;20;13;30
"1463";"ATHLON";1;5;30;13;33
"1464";"AUBUSSON";1;5;40;13;36
"1465";"BASTIDE";1;4;20;13;44
"1466";"BUENNO";1;5;10;13;53
"1467";"SY_MOISSON";1;4;0;13;208
"1468";"CELESTIN";1;5;30;13;59
"1469";"CROISADE";1;5;30;13;71
"1470";"EPIDOC";1;5;40;13;77
"1471";"EUCLIDE";1;4;20;13;80
"1472";"EXELCIOR";1;5;10;13;82
"1473";"FARINELLI";1;5;40;13;87
"1474";"OREGRAIN";1;5;40;13;152
"1475";"CELLULE";1;4;20;13;60
"1476";"FLAMENKO";1;4;30;13;89
"1477";"GALPINO";1;4;30;13;98
"1478";"GONCOURT";1;5;20;13;104
"1479";"GRAINDOR";1;5;30;13;105
"1480";"HISSEO";1;5;20;13;109
"1481";"ILLICO";1;4;40;13;116
"1482";"INNOV";1;5;20;13;117
"1483";"ISENGRAIN";1;4;40;13;121
"1484";"KALANGO";1;6;30;13;126
"1485";"LASER";1;4;30;13;132
"1486";"MH_09.17";1;3;20;13;141
"1487";"MUSIK";1;4;40;13;144
"1488";"ASCOTT";1;4;20;13;32
"1489";"PALEDOR";1;4;20;13;157
"1490";"RUBISKO";1;4;30;13;181
"1491";"SAINT_EX";1;5;10;13;183
"1492";"SCENARIO";1;5;20;13;186
"1493";"SOISSONS";1;5;30;13;194
"1494";"SOLEHIO";1;6;20;13;197
"1495";"SY_ALTEO";1;5;50;13;205
"1496";"TREMIE";1;5;30;13;214
"1497";"TULIP";1;5;10;13;215
"1498";"USKI";1;5;40;13;216
"1499";"VALODOR";1;5;20;13;217
"1500";"ACCOR";1;6;40;13;1
"1501";"ACCROC";1;6;40;13;2
"1502";"ACIENDA";1;5;20;13;3
"1503";"ADHOC";1;6;20;13;6
"1504";"ALTRIA";1;6;20;13;17
"1505";"ANDALOU";1;6;20;13;22
"1506";"AUTAN";1;5;20;13;37
"1507";"AZIMUT";1;6;10;13;39
"1508";"BOLOGNA";1;6;60;13;51
"1509";"CCB_INGENIO";1;6;60;13;58
"1510";"CEZANNE";1;5;60;13;62
"1511";"COURTOT";1;5;80;13;70
"1512";"EUREKA";1;6;50;13;81
"1513";"EXOTIC";1;6;40;13;83
"1514";"GALOPAIN";1;6;30;13;97
"1515";"GARCIA";1;6;30;13;101
"1516";"JAGUAR";1;6;30;13;123
"1517";"MIROIR";1;6;40;13;142
"1518";"ARTDECO";1;6;20;13;31
"1519";"PR22R58";1;6;30;13;167
"1520";"PRIMO";1;6;40;13;170
"1521";"QUALITY";1;6;80;13;171
"1522";"RIMBAUD";1;6;20;13;176
"1523";"ROYSSAC";1;5;30;13;180
"1524";"SIRTAKI";1;5;30;13;191
"1525";"SOBBEL";1;6;10;13;192
"1526";"SOLEDAD";1;6;40;13;196
"1527";"SOLLARIO";1;5;30;13;198
"1528";"BOKARO";1;6;30;13;50
"1529";"ESPERIA";1;6;70;13;79
"1530";"BASMATI";1;4;20;13;43
"1531";"NOGAL";1;6;60;13;146
"1532";"RECITAL";1;6;20;13;174
"1533";"FADELA";1;6;80;13;85
"1534";"ICARDA_1";1;6;80;13;110
"1535";"ICARDA_2";1;6;50;13;111
"1536";"ICARDA_3";1;6;40;13;112
"1537";"ICARDA_4";1;6;30;13;113
"1538";"ICARDA_5";1;6;60;13;114
"1539";"ICARDA_6";1;6;70;13;115
"1540";"AVENUE";1;6;20;13;38
"1541";"APACHE";1;1;50;15;24
"1542";"ALTIGO";1;1;40;15;16
"1543";"BERMUDE";1;1;40;15;46
"1544";"PREMIO";1;1;40;15;168
"1545";"EINSTEIN";1;2;20;15;75
"1546";"CENTENAIRE";1;1;30;15;61
"1547";"KWS_PODIUM";1;2;30;15;131
"1548";"AMBITION";1;1;30;15;20
"1549";"CORVUS";1;1;30;15;69
"1550";"HEREWARD";1;1;30;15;108
"1551";"LEAR";1;1;30;15;134
"1552";"OAKLEY";1;1;20;15;148
"1553";"ALCHEMY";1;1;10;15;9
"1554";"AMUNDSEN";1;1;10;15;21
"1555";"CLAIRE";1;1;30;15;66
"1556";"ESKET";1;1;30;15;78
"1557";"GALVANO";1;2;20;15;99
"1558";"GARANTUS";1;1;40;15;100
"1559";"HAUSSMANN";1;1;30;15;106
"1560";"ISTABRAQ";1;1;10;15;122
"1561";"JB_DIEGO";1;1;40;15;124
"1562";"LIMES";1;1;40;15;135
"1563";"MANAGER";1;1;30;15;137
"1564";"OXEBO";1;1;30;15;154
"1565";"PAJERO";1;2;50;15;155
"1566";"SY_TOLBIAC";1;2;30;15;209
"1567";"PIERROT";1;1;30;15;163
"1568";"PR22R20";1;1;30;15;166
"1569";"RAZZANO";1;1;20;15;173
"1570";"ROBIGUS";1;1;20;15;177
"1571";"ROSARIO";1;1;30;15;179
"1572";"SAMURAI";1;1;30;15;184
"1573";"FAIRPLAY";1;1;20;15;86
"1574";"SELEKT";1;1;30;15;189
"1575";"SEYRAC";1;1;40;15;190
"1576";"SOPHYTRA";1;1;40;15;200
"1577";"TIMING";1;1;30;15;211
"1578";"VISCOUNT";1;1;10;15;218
"1579";"WARRIOR";1;1;30;15;219
"1580";"XI19";1;1;20;15;220
"1581";"ALCAZAR";1;2;30;15;8
"1582";"ANTONIUS";1;2;60;15;23
"1583";"RONSARD";1;3;40;15;178
"1584";"EPHOROS";1;1;40;15;76
"1585";"EXPERT";1;2;30;15;84
"1586";"FLAUBERT";1;2;40;15;90
"1587";"GALLANT";1;3;50;15;96
"1588";"GLADIATOR";1;2;30;15;102
"1589";"GLASGOW";1;2;10;15;103
"1590";"IRIDIUM";1;3;40;15;120
"1591";"KALAHARI";1;2;20;15;125
"1592";"KALYSTAR";1;2;50;15;127
"1593";"KOMETUS";1;1;30;15;129
"1594";"KORELI";1;2;40;15;130
"1595";"MARKSMAN";1;2;40;15;139
"1596";"PARADOR";1;1;20;15;159
"1597";"PEPIDOR";1;2;50;15;160
"1598";"PERFECTOR";1;2;30;15;161
"1599";"PIRENEO";1;2;70;15;164
"1600";"BERGAMO";1;2;30;15;45
"1601";"RACINE";1;1;30;15;172
"1602";"SANKARA";1;3;10;15;185
"1603";"SCOR";1;2;40;15;187
"1604";"SOGOOD";1;2;30;15;193
"1605";"SPONSOR";1;2;40;15;202
"1606";"SY_EPSON";1;1;20;15;206
"1607";"TRAPEZ";1;2;30;15;213
"1608";"ALIZEO";1;2;20;15;13
"1609";"ALLEZ_Y";1;3;50;15;14
"1610";"ARISTOTE";1;3;40;15;28
"1611";"ATTITUDE";1;2;50;15;34
"1612";"ATTLASS";1;3;40;15;35
"1613";"AZZERTI";1;2;60;15;40
"1614";"BAROK";1;4;50;15;42
"1615";"BOISSEAU";1;3;40;15;49
"1616";"BOREGAR";1;3;40;15;52
"1617";"CAMP_REMY";1;2;40;15;54
"1618";"CH_NARA";1;3;60;15;63
"1619";"CHARGER";1;2;20;15;64
"1620";"CHEVALIER";1;2;10;15;65
"1621";"CORDIALE";1;3;40;15;68
"1622";"CROUSTY";1;3;50;15;72
"1623";"DIALOG";1;3;40;15;73
"1624";"DINOSOR";1;3;40;15;74
"1625";"FOLKLOR";1;3;40;15;92
"1626";"INSTINCT";1;4;30;15;118
"1627";"INTERET";1;2;30;15;119
"1628";"MARCELIN";1;3;40;15;138
"1629";"NIRVANA";1;3;50;15;145
"1630";"ORCAS";1;2;40;15;151
"1631";"PAPAGENO";1;2;60;15;158
"1632";"PHARE";1;2;50;15;162
"1633";"PLAYER";1;3;50;15;165
"1634";"RENAN";1;3;60;15;175
"1635";"SEBASTO";1;3;40;15;188
"1636";"SOLUTION";1;2;50;15;199
"1637";"TAPIDOR";1;3;30;15;210
"1638";"TOISONDOR";1;2;30;15;212
"1639";"ODYSSEE";1;3;40;15;149
"1640";"ALDRIC";1;4;60;15;10
"1641";"ALIXAN";1;5;50;15;12
"1642";"AMBELLO";1;4;50;15;19
"1643";"BAGOU";1;4;40;15;41
"1644";"BIANCOR";1;4;50;15;47
"1645";"CAMPERO";1;3;30;15;55
"1646";"CAPHORN";1;3;40;15;56
"1647";"CATALAN";1;5;50;15;57
"1648";"COMPIL";1;4;40;15;67
"1649";"FLUOR";1;3;30;15;91
"1650";"FORBLANC";1;4;30;15;93
"1651";"FRELON";1;3;30;15;94
"1652";"GALACTIC";1;4;40;15;95
"1653";"HEKTO";1;4;30;15;107
"1654";"KARILLON";1;2;30;15;128
"1655";"LORD";1;3;20;15;136
"1656";"LAURIER";1;3;20;15;133
"1657";"MERCATO";1;4;30;15;140
"1658";"NUCLEO";1;4;20;15;147
"1659";"ORATORIO";1;4;50;15;150
"1660";"ORVANTIS";1;3;40;15;153
"1661";"PAKITO";1;3;50;15;156
"1662";"PREVERT";1;3;20;15;169
"1663";"BLINI";1;4;80;15;48
"1664";"RUSTIC";1;4;40;15;182
"1665";"MOSKITO";1;4;60;15;143
"1666";"SOKAL";1;3;50;15;195
"1667";"SORRIAL";1;3;30;15;201
"1668";"SWEET";1;3;40;15;203
"1669";"SWINGGY";1;4;40;15;204
"1670";"SY_MATTIS";1;4;50;15;207
"1671";"FIGARO";1;3;50;15;88
"1672";"ACOUSTIC";1;5;40;15;4
"1673";"ADAGIO";1;5;50;15;5
"1674";"AEROBIC";1;5;30;15;7
"1675";"ALIGATOR";1;4;40;15;11
"1676";"ALTAMIRA";1;6;40;15;15
"1677";"AMADOR";1;4;40;15;18
"1678";"APRILIO";1;5;30;15;25
"1679";"ARAMIS";1;5;30;15;26
"1680";"AREZZO";1;5;30;15;27
"1681";"ARKEOS";1;4;60;15;29
"1682";"ARLEQUIN";1;4;40;15;30
"1683";"ATHLON";1;5;50;15;33
"1684";"AUBUSSON";1;5;40;15;36
"1685";"BASTIDE";1;4;40;15;44
"1686";"BUENNO";1;5;30;15;53
"1687";"SY_MOISSON";1;4;10;15;208
"1688";"CELESTIN";1;5;40;15;59
"1689";"CROISADE";1;5;40;15;71
"1690";"EPIDOC";1;5;50;15;77
"1691";"EUCLIDE";1;4;40;15;80
"1692";"EXELCIOR";1;5;30;15;82
"1693";"FARINELLI";1;5;50;15;87
"1694";"OREGRAIN";1;5;50;15;152
"1695";"CELLULE";1;4;30;15;60
"1696";"FLAMENKO";1;4;40;15;89
"1697";"GALPINO";1;4;40;15;98
"1698";"GONCOURT";1;5;40;15;104
"1699";"GRAINDOR";1;5;40;15;105
"1700";"HISSEO";1;5;40;15;109
"1701";"ILLICO";1;4;60;15;116
"1702";"INNOV";1;5;40;15;117
"1703";"ISENGRAIN";1;4;50;15;121
"1704";"KALANGO";1;6;40;15;126
"1705";"LASER";1;4;40;15;132
"1706";"MH_09.17";1;3;40;15;141
"1707";"MUSIK";1;4;50;15;144
"1708";"ASCOTT";1;4;30;15;32
"1709";"PALEDOR";1;4;40;15;157
"1710";"RUBISKO";1;4;40;15;181
"1711";"SAINT_EX";1;5;20;15;183
"1712";"SCENARIO";1;5;30;15;186
"1713";"SOISSONS";1;5;50;15;194
"1714";"SOLEHIO";1;6;40;15;197
"1715";"SY_ALTEO";1;5;60;15;205
"1716";"TREMIE";1;5;40;15;214
"1717";"TULIP";1;5;30;15;215
"1718";"USKI";1;5;50;15;216
"1719";"VALODOR";1;5;40;15;217
"1720";"ACCOR";1;6;60;15;1
"1721";"ACCROC";1;6;50;15;2
"1722";"ACIENDA";1;5;30;15;3
"1723";"ADHOC";1;6;30;15;6
"1724";"ALTRIA";1;6;40;15;17
"1725";"ANDALOU";1;6;30;15;22
"1726";"AUTAN";1;5;20;15;37
"1727";"AZIMUT";1;6;30;15;39
"1728";"BOLOGNA";1;6;70;15;51
"1729";"CCB_INGENIO";1;6;80;15;58
"1730";"CEZANNE";1;5;70;15;62
"1731";"COURTOT";1;5;90;15;70
"1732";"EUREKA";1;6;60;15;81
"1733";"EXOTIC";1;6;60;15;83
"1734";"GALOPAIN";1;6;40;15;97
"1735";"GARCIA";1;6;40;15;101
"1736";"JAGUAR";1;6;40;15;123
"1737";"MIROIR";1;6;50;15;142
"1738";"ARTDECO";1;6;40;15;31
"1739";"PR22R58";1;6;40;15;167
"1740";"PRIMO";1;6;50;15;170
"1741";"QUALITY";1;6;90;15;171
"1742";"RIMBAUD";1;6;40;15;176
"1743";"ROYSSAC";1;5;60;15;180
"1744";"SIRTAKI";1;5;40;15;191
"1745";"SOBBEL";1;6;20;15;192
"1746";"SOLEDAD";1;6;50;15;196
"1747";"SOLLARIO";1;5;40;15;198
"1748";"BOKARO";1;6;40;15;50
"1749";"ESPERIA";1;6;80;15;79
"1750";"BASMATI";1;4;30;15;43
"1751";"NOGAL";1;6;80;15;146
"1752";"RECITAL";1;6;30;15;174
"1753";"FADELA";1;6;80;15;85
"1754";"ICARDA_1";1;6;80;15;110
"1755";"ICARDA_2";1;6;70;15;111
"1756";"ICARDA_3";1;6;60;15;112
"1757";"ICARDA_4";1;6;40;15;113
"1758";"ICARDA_5";1;6;70;15;114
"1759";"ICARDA_6";1;6;80;15;115
"1760";"AVENUE";1;6;40;15;38
"1761";"APACHE";1;1;70;17;24
"1762";"ALTIGO";1;1;70;17;16
"1763";"BERMUDE";1;1;60;17;46
"1764";"PREMIO";1;1;60;17;168
"1765";"EINSTEIN";1;2;40;17;75
"1766";"CENTENAIRE";1;1;50;17;61
"1767";"KWS_PODIUM";1;2;50;17;131
"1768";"AMBITION";1;1;50;17;20
"1769";"CORVUS";1;1;50;17;69
"1770";"HEREWARD";1;1;60;17;108
"1771";"LEAR";1;1;50;17;134
"1772";"OAKLEY";1;1;30;17;148
"1773";"ALCHEMY";1;1;30;17;9
"1774";"AMUNDSEN";1;1;20;17;21
"1775";"CLAIRE";1;1;50;17;66
"1776";"ESKET";1;1;50;17;78
"1777";"GALVANO";1;2;40;17;99
"1778";"GARANTUS";1;1;60;17;100
"1779";"HAUSSMANN";1;1;50;17;106
"1780";"ISTABRAQ";1;1;30;17;122
"1781";"JB_DIEGO";1;1;60;17;124
"1782";"LIMES";1;1;60;17;135
"1783";"MANAGER";1;1;50;17;137
"1784";"OXEBO";1;1;50;17;154
"1785";"PAJERO";1;2;70;17;155
"1786";"SY_TOLBIAC";1;2;50;17;209
"1787";"PIERROT";1;1;50;17;163
"1788";"PR22R20";1;1;50;17;166
"1789";"RAZZANO";1;1;40;17;173
"1790";"ROBIGUS";1;1;30;17;177
"1791";"ROSARIO";1;1;40;17;179
"1792";"SAMURAI";1;1;40;17;184
"1793";"FAIRPLAY";1;1;40;17;86
"1794";"SELEKT";1;1;40;17;189
"1795";"SEYRAC";1;1;60;17;190
"1796";"SOPHYTRA";1;1;60;17;200
"1797";"TIMING";1;1;50;17;211
"1798";"VISCOUNT";1;1;30;17;218
"1799";"WARRIOR";1;1;40;17;219
"1800";"XI19";1;1;50;17;220
"1801";"ALCAZAR";1;2;50;17;8
"1802";"ANTONIUS";1;2;80;17;23
"1803";"RONSARD";1;3;60;17;178
"1804";"EPHOROS";1;1;60;17;76
"1805";"EXPERT";1;2;50;17;84
"1806";"FLAUBERT";1;2;60;17;90
"1807";"GALLANT";1;3;70;17;96
"1808";"GLADIATOR";1;2;50;17;102
"1809";"GLASGOW";1;2;30;17;103
"1810";"IRIDIUM";1;3;60;17;120
"1811";"KALAHARI";1;2;40;17;125
"1812";"KALYSTAR";1;2;60;17;127
"1813";"KOMETUS";1;1;50;17;129
"1814";"KORELI";1;2;60;17;130
"1815";"MARKSMAN";1;2;60;17;139
"1816";"PARADOR";1;1;40;17;159
"1817";"PEPIDOR";1;2;70;17;160
"1818";"PERFECTOR";1;2;50;17;161
"1819";"PIRENEO";1;2;80;17;164
"1820";"BERGAMO";1;2;50;17;45
"1821";"RACINE";1;1;50;17;172
"1822";"SANKARA";1;3;40;17;185
"1823";"SCOR";1;2;60;17;187
"1824";"SOGOOD";1;2;50;17;193
"1825";"SPONSOR";1;2;60;17;202
"1826";"SY_EPSON";1;1;40;17;206
"1827";"TRAPEZ";1;2;50;17;213
"1828";"ALIZEO";1;2;50;17;13
"1829";"ALLEZ_Y";1;3;70;17;14
"1830";"ARISTOTE";1;3;60;17;28
"1831";"ATTITUDE";1;2;60;17;34
"1832";"ATTLASS";1;3;60;17;35
"1833";"AZZERTI";1;2;70;17;40
"1834";"BAROK";1;4;70;17;42
"1835";"BOISSEAU";1;3;50;17;49
"1836";"BOREGAR";1;3;60;17;52
"1837";"CAMP_REMY";1;2;60;17;54
"1838";"CH_NARA";1;3;80;17;63
"1839";"CHARGER";1;2;40;17;64
"1840";"CHEVALIER";1;2;40;17;65
"1841";"CORDIALE";1;3;60;17;68
"1842";"CROUSTY";1;3;60;17;72
"1843";"DIALOG";1;3;60;17;73
"1844";"DINOSOR";1;3;60;17;74
"1845";"FOLKLOR";1;3;60;17;92
"1846";"INSTINCT";1;4;60;17;118
"1847";"INTERET";1;2;60;17;119
"1848";"MARCELIN";1;3;60;17;138
"1849";"NIRVANA";1;3;70;17;145
"1850";"ORCAS";1;2;60;17;151
"1851";"PAPAGENO";1;2;70;17;158
"1852";"PHARE";1;2;70;17;162
"1853";"PLAYER";1;3;70;17;165
"1854";"RENAN";1;3;70;17;175
"1855";"SEBASTO";1;3;60;17;188
"1856";"SOLUTION";1;2;60;17;199
"1857";"TAPIDOR";1;3;50;17;210
"1858";"TOISONDOR";1;2;50;17;212
"1859";"ODYSSEE";1;3;60;17;149
"1860";"ALDRIC";1;4;70;17;10
"1861";"ALIXAN";1;5;70;17;12
"1862";"AMBELLO";1;4;70;17;19
"1863";"BAGOU";1;4;60;17;41
"1864";"BIANCOR";1;4;70;17;47
"1865";"CAMPERO";1;3;40;17;55
"1866";"CAPHORN";1;3;60;17;56
"1867";"CATALAN";1;5;70;17;57
"1868";"COMPIL";1;4;60;17;67
"1869";"FLUOR";1;3;60;17;91
"1870";"FORBLANC";1;4;40;17;93
"1871";"FRELON";1;3;50;17;94
"1872";"GALACTIC";1;4;60;17;95
"1873";"HEKTO";1;4;50;17;107
"1874";"KARILLON";1;2;50;17;128
"1875";"LORD";1;3;40;17;136
"1876";"LAURIER";1;3;30;17;133
"1877";"MERCATO";1;4;50;17;140
"1878";"NUCLEO";1;4;30;17;147
"1879";"ORATORIO";1;4;70;17;150
"1880";"ORVANTIS";1;3;60;17;153
"1881";"PAKITO";1;3;70;17;156
"1882";"PREVERT";1;3;40;17;169
"1883";"BLINI";1;4;90;17;48
"1884";"RUSTIC";1;4;60;17;182
"1885";"MOSKITO";1;4;70;17;143
"1886";"SOKAL";1;3;60;17;195
"1887";"SORRIAL";1;3;50;17;201
"1888";"SWEET";1;3;60;17;203
"1889";"SWINGGY";1;4;60;17;204
"1890";"SY_MATTIS";1;4;70;17;207
"1891";"FIGARO";1;3;70;17;88
"1892";"ACOUSTIC";1;5;60;17;4
"1893";"ADAGIO";1;5;60;17;5
"1894";"AEROBIC";1;5;60;17;7
"1895";"ALIGATOR";1;4;60;17;11
"1896";"ALTAMIRA";1;6;60;17;15
"1897";"AMADOR";1;4;50;17;18
"1898";"APRILIO";1;5;50;17;25
"1899";"ARAMIS";1;5;50;17;26
"1900";"AREZZO";1;5;50;17;27
"1901";"ARKEOS";1;4;70;17;29
"1902";"ARLEQUIN";1;4;50;17;30
"1903";"ATHLON";1;5;70;17;33
"1904";"AUBUSSON";1;5;60;17;36
"1905";"BASTIDE";1;4;50;17;44
"1906";"BUENNO";1;5;50;17;53
"1907";"SY_MOISSON";1;4;30;17;208
"1908";"CELESTIN";1;5;50;17;59
"1909";"CROISADE";1;5;60;17;71
"1910";"EPIDOC";1;5;70;17;77
"1911";"EUCLIDE";1;4;60;17;80
"1912";"EXELCIOR";1;5;50;17;82
"1913";"FARINELLI";1;5;70;17;87
"1914";"OREGRAIN";1;5;60;17;152
"1915";"CELLULE";1;4;40;17;60
"1916";"FLAMENKO";1;4;60;17;89
"1917";"GALPINO";1;4;50;17;98
"1918";"GONCOURT";1;5;60;17;104
"1919";"GRAINDOR";1;5;60;17;105
"1920";"HISSEO";1;5;60;17;109
"1921";"ILLICO";1;4;70;17;116
"1922";"INNOV";1;5;60;17;117
"1923";"ISENGRAIN";1;4;60;17;121
"1924";"KALANGO";1;6;60;17;126
"1925";"LASER";1;4;50;17;132
"1926";"MH_09.17";1;3;60;17;141
"1927";"MUSIK";1;4;70;17;144
"1928";"ASCOTT";1;4;50;17;32
"1929";"PALEDOR";1;4;70;17;157
"1930";"RUBISKO";1;4;60;17;181
"1931";"SAINT_EX";1;5;50;17;183
"1932";"SCENARIO";1;5;40;17;186
"1933";"SOISSONS";1;5;70;17;194
"1934";"SOLEHIO";1;6;70;17;197
"1935";"SY_ALTEO";1;5;80;17;205
"1936";"TREMIE";1;5;50;17;214
"1937";"TULIP";1;5;50;17;215
"1938";"USKI";1;5;70;17;216
"1939";"VALODOR";1;5;60;17;217
"1940";"ACCOR";1;6;70;17;1
"1941";"ACCROC";1;6;70;17;2
"1942";"ACIENDA";1;5;50;17;3
"1943";"ADHOC";1;6;50;17;6
"1944";"ALTRIA";1;6;60;17;17
"1945";"ANDALOU";1;6;50;17;22
"1946";"AUTAN";1;5;40;17;37
"1947";"AZIMUT";1;6;50;17;39
"1948";"BOLOGNA";1;6;80;17;51
"1949";"CCB_INGENIO";1;6;90;17;58
"1950";"CEZANNE";1;5;80;17;62
"1951";"COURTOT";1;5;90;17;70
"1952";"EUREKA";1;6;80;17;81
"1953";"EXOTIC";1;6;70;17;83
"1954";"GALOPAIN";1;6;70;17;97
"1955";"GARCIA";1;6;60;17;101
